tipo_operacion,fecha_apertura,fecha_cierre,precio_apertura,precio_cierre,dinero_ganado_perdido
BUY,2005-01-19 00:00:00,2005-05-13 00:00:00,1.3026712,1.2616658712000002,--20.50266439999993
BUY,2005-01-20 00:00:00,2005-05-13 00:00:00,1.3026712,1.2616658712000002,--20.50266439999993
BUY,2006-10-10 00:00:00,2007-04-05 00:00:00,1.2534464,1.3430928000000002,44.823200000000064
BUY,2006-10-13 00:00:00,2007-04-06 00:00:00,1.2534464,1.3430928000000002,44.823200000000064
BUY,2007-01-16 00:00:00,2007-04-13 00:00:00,1.3027458,1.3519916,24.622900000000005
BUY,2007-08-20 00:00:00,2007-09-20 00:00:00,1.3485808000000001,1.4076616000000002,29.540400000000023
BUY,2007-08-21 00:00:00,2007-09-20 00:00:00,1.3485808000000001,1.4076616000000002,29.540400000000023
BUY,2007-12-19 00:00:00,2008-03-06 00:00:00,1.4419739999999999,1.5303479999999998,44.186999999999976
BUY,2007-12-20 00:00:00,2008-03-07 00:00:00,1.4419739999999999,1.5303479999999998,44.186999999999976
BUY,2008-05-07 00:00:00,2008-08-12 00:00:00,1.5368982,1.4953049982,--20.79660090000002
BUY,2011-05-13 00:00:00,2011-09-09 00:00:00,1.41497082,1.36487294082,--25.048939589999986
BUY,2013-02-28 00:00:00,2013-03-01 00:00:00,1.33097292,1.3049008729199998,--13.036023540000109
BUY,2013-03-01 00:00:00,2013-03-01 00:00:00,1.33097292,1.3049008729199998,--13.036023540000109
BUY,2014-01-22 00:00:00,2014-01-22 00:00:00,1.36890502,1.35494867502,--6.97817248999999
BUY,2014-05-20 00:00:00,2014-05-21 00:00:00,1.37960116,1.36605142116,--6.774869420000051
BUY,2014-05-21 00:00:00,2014-05-22 00:00:00,1.37960116,1.36605142116,--6.774869420000051
BUY,2013-11-08 00:00:00,2014-08-20 00:00:00,1.3507267,1.3297721966999998,--10.477251650000131
BUY,2016-05-27 00:00:00,2016-06-03 00:00:00,1.12954402,1.10863623402,--10.453892989999991
